,adjective_count,adverb_count,average_word_length,long_word_count,noun_count,sentences_count,spelling_error_count,verb_count,vocab_count,word_count,word_to_sentence_ratio
1931,43,12,6.37,82,124,20,40,47,56.21411192214112,247,12.05
1932,43,13,5.9,54,77,23,19,40,26.62558139534884,191,8.13
1933,31,16,5.68,49,77,25,12,42,17.921904761904763,192,7.28
1934,59,21,6.06,106,155,39,29,94,29.187410586552218,388,9.85
1935,41,15,6.38,95,108,19,14,50,31.296108291032148,252,12.89
1936,21,8,6.13,47,53,12,4,34,32.813559322033896,126,10.5
1937,30,6,5.24,31,71,23,17,35,18.666666666666668,187,6.61
1938,51,11,5.88,66,91,27,14,48,20.67222222222222,218,7.93
1939,40,10,5.7,60,90,24,25,50,16.120759837177747,218,8.92
1940,29,10,5.37,23,48,14,10,31,72.2,127,9.0
1941,33,13,5.58,50,73,25,9,54,8.544943820224718,180,7.2
1942,35,6,6.13,49,72,24,13,39,42.72014925373134,159,6.62
1943,35,6,6.32,58,66,17,5,30,19.991323210412148,152,8.88
1944,31,12,5.17,28,74,26,34,36,27.880184331797235,176,6.77
1945,41,7,5.85,49,92,14,23,41,5.510223048327138,199,14.21
1946,35,8,5.82,54,89,28,13,38,12.5,197,6.79
1947,44,26,5.62,60,80,16,11,43,30.068686868686868,216,13.31
1948,29,4,6.22,38,61,14,11,21,19.388461538461538,137,9.07
1949,32,12,6.9,66,55,16,15,20,48.58988764044944,145,8.44
1950,52,15,5.77,80,128,34,20,63,6.6597533632287,283,8.21
1951,19,2,5.46,20,45,11,11,23,4.7104622871046224,96,8.64
1952,10,3,5.47,9,19,4,1,8,8.556962025316455,45,11.25
1953,8,8,5.97,16,48,8,12,11,12.65625,79,9.88
1954,22,5,5.54,49,96,16,11,43,29.03359173126615,179,11.06
1955,49,18,6.02,92,130,28,18,60,51.74816983894583,299,10.61
1956,23,8,6.06,63,81,21,3,41,11.529411764705882,178,8.38
1957,38,6,6.64,56,66,7,19,23,35.4859437751004,147,20.43
1958,49,34,5.76,105,156,38,23,71,21.511203319502076,352,9.0
1959,16,4,6.36,39,32,8,6,17,35.410526315789475,82,10.12
1960,18,3,5.77,27,35,9,5,17,29.568421052631578,82,8.67
1961,28,8,5.77,37,60,15,18,29,18.7626582278481,139,9.13
1962,46,6,6.02,71,98,28,8,40,44.89320388349515,214,7.5
1963,13,7,5.71,20,36,8,13,11,28.27102803738318,81,10.0
1964,7,5,5.34,19,26,9,6,19,16.18348623853211,71,7.44
1965,41,11,5.22,37,71,30,3,41,23.840449438202246,182,6.07
1966,35,12,5.9,64,91,24,30,45,9.690851735015773,217,8.96
1967,25,14,6.41,74,101,23,15,45,10.091173617846751,215,9.17
1968,32,10,6.12,66,80,22,4,40,58.016666666666666,175,7.91
1969,24,8,5.37,31,64,13,15,27,46.261780104712045,136,10.38
1970,23,7,5.57,32,42,15,4,29,11.901639344262295,119,7.2
1971,46,19,6.3,98,95,20,12,53,16.153661464585834,240,11.85
1972,13,0,5.53,23,52,20,3,16,3.190031152647975,95,4.75
1973,33,12,5.99,47,68,18,11,20,79.31654676258992,144,7.89
1974,36,12,6.56,75,82,19,16,25,32.338582677165356,182,9.16
1975,18,2,4.72,10,60,28,19,36,5.446293494704992,159,5.11
1976,46,15,5.91,84,129,38,15,52,67.59704641350211,272,7.03
1977,44,14,5.95,79,112,23,21,47,31.416260162601628,267,10.43
1978,37,9,5.62,54,91,28,7,42,20.754716981132077,219,7.11
1979,25,8,5.31,16,51,12,26,39,33.6,134,11.17
1980,43,17,6.17,90,106,31,6,62,21.311475409836067,270,8.16
1981,37,17,6.03,70,99,24,9,46,24.43612334801762,229,9.25
1982,16,3,4.65,2,48,1,18,12,18.90625,85,85.0
1983,28,12,5.91,44,54,18,0,24,13.787234042553191,143,7.78
1984,26,11,5.73,48,68,24,12,30,16.82,156,6.38
1985,49,22,5.93,96,126,37,9,62,38.61236802413273,299,7.76
1986,44,24,5.91,66,126,31,31,58,64.94307400379506,287,9.16
1987,16,4,5.64,13,44,13,17,15,31.5,97,6.85
1988,21,6,5.85,49,85,18,21,38,24.375634517766496,177,9.44
1989,38,11,5.96,42,86,19,38,39,21.995771670190276,189,9.84
1990,17,6,6.11,56,78,17,12,29,13.777041942604857,152,8.59
1991,21,9,4.85,8,55,11,21,31,3.316885964912281,141,12.82
1992,24,10,6.2,45,60,17,15,23,48.36571428571428,134,7.82
1993,30,17,5.25,33,66,12,12,42,26.53038674033149,173,13.83
1994,33,19,5.99,82,110,32,12,59,8.540925266903914,246,7.62
1995,34,12,5.56,33,66,28,10,34,22.423357664233578,171,6.04
1996,35,28,5.7,75,107,36,21,65,17.374337221633088,274,7.42
1997,20,4,6.08,26,34,11,7,16,34.46534653465346,85,7.27
1998,37,12,6.2,64,78,19,14,39,8.68389423076923,182,9.53
1999,36,14,5.58,45,79,13,13,37,11.712871287128714,195,14.62
2000,29,10,6.36,66,58,19,9,34,38.08620689655172,154,7.89
2001,39,15,5.49,36,106,18,38,46,42.99360341151386,241,13.06
2002,19,8,5.95,31,52,14,7,22,13.781481481481482,111,7.93
2003,22,7,5.42,19,47,11,11,21,84.01219512195122,109,9.55
2004,24,18,5.82,44,76,24,15,34,41.65714285714286,169,7.0
2005,55,14,6.02,89,95,23,9,41,19.710407239819006,251,10.52
2006,25,4,6.28,56,84,21,16,26,5.330781010719755,162,7.14
2007,44,14,5.89,79,110,38,10,49,12.434419381787803,255,6.34
2008,26,8,6.13,68,86,28,9,45,14.068773234200744,174,6.18
2009,32,11,6.67,63,76,19,26,32,103.69620253164557,187,8.84
2010,36,13,5.84,42,62,15,17,29,52.33920704845815,155,10.27
2011,52,31,5.93,106,135,38,10,88,3.2475149105367795,351,9.24
2012,22,7,5.85,37,82,15,18,26,50.75121951219512,149,9.67
2013,25,14,5.96,71,93,19,15,47,19.161741835147744,212,11.05
2014,12,6,5.45,16,39,7,10,25,21.844155844155843,95,13.43
2015,45,9,6.16,62,74,27,14,41,29.431876606683804,207,6.81
2016,23,16,5.85,25,48,16,27,27,39.407960199004975,135,8.25
2017,39,13,5.59,76,141,43,9,80,7.834800621439668,318,7.4
2018,30,14,5.34,39,76,28,17,64,21.465156794425088,206,7.25
2019,84,14,6.39,116,144,26,30,72,53.130208333333336,342,12.85
2020,16,4,6.52,28,28,8,15,13,20.54368932038835,70,8.62
2021,37,15,5.77,74,118,18,10,54,18.265328874024526,252,13.72
2022,45,32,6.1,109,119,29,12,64,32.804761904761904,299,10.28
2023,24,7,6.01,52,63,15,13,30,23.837370242214533,150,9.6
2024,78,9,6.64,140,136,37,8,48,12.71275783040489,317,8.05
2025,29,7,5.18,36,96,27,27,47,7.943755169561621,211,7.67
2026,32,25,5.2,55,116,33,24,51,60.56263736263736,303,8.09
2027,7,0,5.78,15,42,6,13,13,15.144144144144144,68,11.33
2028,13,6,6.06,45,89,22,8,27,8.767955801104973,150,6.82
2029,37,13,6.04,69,98,21,16,41,37.88300220750552,206,9.62
2030,12,7,5.84,33,48,13,6,19,12.413284132841328,109,8.08
2031,31,10,5.77,46,61,17,2,39,26.1,153,8.76
2032,43,12,5.29,37,98,19,23,37,11.112244897959183,217,11.21
2033,57,22,6.16,103,123,36,7,56,17.937992125984252,297,8.03
2034,32,12,5.95,45,81,13,9,28,43.57440476190476,175,12.69
2035,8,1,5.5,7,19,4,3,11,11.571428571428571,43,10.0
2036,37,28,5.32,49,121,44,29,81,49.086551264980024,344,7.25
2037,14,3,6.02,34,53,8,11,20,13.261224489795918,92,11.5
2038,24,14,6.1,63,68,21,6,38,18.106090373280942,163,7.76
2039,34,4,6.2,49,60,17,22,30,20.821325648414987,148,8.59
2040,63,21,5.76,84,124,35,13,61,16.90112540192926,323,8.54
2041,55,23,6.01,66,107,34,12,34,63.75268817204301,238,6.76
2042,13,1,5.78,12,16,5,8,7,22.72972972972973,40,8.0
2043,22,6,5.79,34,50,11,12,39,17.763333333333332,126,11.36
2044,54,9,5.27,51,96,19,8,47,12.14103923647932,228,12.0
2045,17,9,5.2,16,51,14,19,28,16.9,118,8.21
2046,4,2,5.11,0,9,2,9,2,16.071428571428573,19,9.5
2047,37,7,5.91,51,75,21,10,28,41.44736842105263,163,7.67
2048,57,20,5.95,84,123,27,25,57,45.303254437869825,296,10.63
2049,11,1,5.56,19,36,10,4,16,7.804878048780488,72,7.1
2050,7,2,5.21,7,13,4,3,10,25.037037037037038,33,8.25
2051,22,6,5.64,26,38,14,6,31,39.0625,108,7.5
2052,42,21,5.57,66,93,27,21,58,19.624227441285537,237,8.78
2053,31,5,5.35,38,77,17,11,31,12.759630200308166,187,10.35
2054,46,23,6.02,89,122,35,19,58,48.473524962178516,298,8.17
2055,10,1,5.23,11,28,8,10,8,2.7704918032786887,60,7.5
2056,16,8,5.57,23,49,13,11,29,13.2,123,9.38
2057,30,12,5.87,48,84,21,17,37,19.195571955719558,181,8.57
2058,33,14,5.61,70,85,25,8,58,15.376569037656903,223,8.72
2059,40,15,6.29,81,104,23,10,41,75.0506329113924,248,9.48
2060,42,18,5.71,72,93,26,24,51,17.782258064516128,222,8.5
2061,16,13,5.68,25,46,12,23,32,44.87577639751553,120,9.83
2062,11,4,4.19,6,22,5,8,12,15.835616438356164,53,10.6
2063,52,13,5.77,84,123,23,23,53,35.77503628447025,268,11.3
2064,8,1,5.15,8,24,10,5,15,20.742424242424242,53,5.3
2065,22,27,5.49,44,77,24,23,57,63.02250803858521,237,8.62
2066,46,14,5.88,77,111,30,8,50,14.254545454545454,247,8.07
2067,28,10,5.28,25,63,23,14,45,35.17948717948718,162,6.91
2068,42,17,5.97,76,98,34,10,61,25.43407960199005,258,7.38
2069,13,4,5.72,19,29,5,6,12,32.467532467532465,67,13.4
2070,34,15,5.68,54,115,23,22,47,87.8108108108108,261,10.35
2071,69,17,6.3,149,153,33,15,68,31.746031746031747,355,10.48
2072,25,4,5.71,32,66,17,10,19,16.50955414012739,152,7.65
2073,24,22,5.75,59,89,24,16,61,10.205980066445182,217,8.96
2074,46,10,6.22,79,96,20,6,43,16.285081240768093,201,10.0
2075,26,8,5.77,47,97,22,6,41,10.444444444444445,198,9.0
2076,48,12,5.47,74,142,18,32,67,13.822940723633565,331,17.39
2077,9,0,6.03,13,30,9,11,14,18.39080459770115,67,6.56
2078,61,19,5.41,67,139,28,42,76,22.083962264150944,323,11.39
2079,22,12,5.78,54,88,17,8,36,25.625615763546797,176,10.35
2080,41,15,6.12,51,61,18,11,21,97.29729729729729,172,8.56
2081,31,13,5.43,42,91,24,18,50,13.938144329896907,214,8.83
2082,59,9,6.41,130,153,45,17,47,36.1689497716895,336,6.84
2083,43,14,5.81,79,121,38,27,85,6.626506024096385,294,7.63
2084,36,11,5.92,72,108,29,16,45,15.223300970873787,245,7.86
2085,9,4,6.15,23,40,9,7,15,37.95945945945946,76,8.33
2086,59,5,5.92,89,157,27,30,69,15.300662251655629,331,12.15
2087,56,15,5.65,60,108,34,27,56,18.42570754716981,271,7.79
2088,31,11,5.46,28,81,10,35,62,12.380263157894737,200,19.9
2089,24,5,5.69,36,54,16,5,21,33.8,120,7.25
2090,28,9,5.94,39,57,20,12,32,10.581235697940503,137,6.85
2091,26,17,5.29,34,86,26,18,62,11.213197969543147,212,8.15
2092,35,15,5.82,60,75,27,14,48,16.05631399317406,202,7.07
2093,35,7,6.2,85,88,18,11,56,10.7,219,12.17
2094,43,4,5.77,46,56,15,13,23,5.661911554921541,140,9.33
2095,25,10,5.13,34,79,38,16,50,34.23918575063613,192,4.71
2096,53,20,5.82,83,138,34,17,63,33.28042959427208,303,8.85
2097,32,17,6.13,117,128,37,15,74,9.816494845360825,312,8.16
2098,38,17,6.11,52,66,21,21,38,94.70520231213872,168,7.95
2099,22,7,6.05,56,84,23,21,44,16.034412955465587,175,7.43
2100,27,5,5.76,42,57,10,2,28,5.444444444444445,138,13.2
2101,34,12,5.35,34,81,24,7,35,22.5922131147541,186,7.46
2102,23,4,5.67,26,57,15,8,19,17.813492063492063,117,7.4
2103,45,24,5.89,87,108,40,17,57,28.284031413612567,302,6.97
2104,25,8,5.95,70,93,26,11,55,11.52970795568983,244,8.0
2105,37,19,5.9,58,76,23,24,53,31.441048034934497,209,8.96
2106,27,5,5.28,20,64,18,15,35,19.988668555240793,145,7.61
2107,40,12,5.82,64,84,25,6,48,28.704805491990847,212,7.88
2108,23,9,5.81,31,57,16,16,37,15.625,142,8.44
2109,22,5,6.29,53,52,15,4,38,32.818604651162794,135,8.87
2110,24,5,5.19,19,76,29,21,34,22.31404958677686,154,5.21
2111,58,22,5.99,90,89,43,31,62,18.18688524590164,265,5.95
2112,21,7,4.87,27,91,23,18,69,5.365610859728506,210,9.13
2113,38,2,6.18,59,93,28,24,45,6.649613899613899,200,7.11
2114,35,11,5.92,66,87,27,14,47,26.13390928725702,196,7.15
2115,54,20,6.49,148,171,43,17,77,68.74155995343422,378,8.47
2116,31,16,5.92,87,130,40,11,53,20.83062645011601,257,6.4
2117,30,21,5.93,76,108,26,21,67,25.89004457652303,256,9.42
2118,23,8,5.54,30,58,17,6,30,16.333333333333332,136,8.0
2119,26,13,5.53,34,79,25,12,41,7.143373493975903,190,7.48
2120,40,16,5.83,64,110,29,13,41,24.96749226006192,228,7.69
2121,56,21,6.03,83,113,34,17,45,14.782122905027933,276,7.88
2122,35,11,5.33,38,94,24,37,43,20.920303605313094,196,8.17
2123,19,8,5.67,29,52,15,10,33,28.82882882882883,136,8.0
2124,17,4,6.01,40,59,21,14,33,13.489208633093526,136,6.48
2125,29,6,5.98,58,83,16,2,33,19.852130325814535,166,10.38
2126,38,26,6.16,74,105,23,28,55,65.06951871657753,247,10.26
2127,20,5,5.99,35,54,15,12,21,16.125954198473284,118,7.67
2128,36,16,6.15,80,84,23,14,48,26.623326959847038,209,9.09
2129,18,5,5.13,13,29,15,5,21,12.994117647058824,83,5.53
2130,49,18,5.99,72,89,23,20,59,48.40976645435244,254,10.78
2131,21,15,5.48,28,56,17,9,35,23.43343653250774,139,8.12
2132,26,4,5.42,46,94,11,18,57,5.203515263644773,201,17.82
2133,39,10,6.41,64,70,17,22,41,7.483213429256595,167,9.82
2134,18,2,4.93,13,34,9,8,20,17.4472049689441,85,9.33
2135,22,9,5.94,41,60,19,3,32,33.72401433691756,142,7.47
2136,78,21,6.05,119,146,38,20,59,20.37063778580024,349,9.11
2137,19,6,6.43,43,39,13,4,17,18.00595238095238,95,7.15
2138,15,1,6.07,35,54,16,11,19,7.646496815286624,104,6.44
2139,40,6,5.88,56,89,31,14,32,28.12987012987013,221,6.19
2140,25,2,6.06,44,62,16,8,22,9.824257425742575,125,7.56
2141,13,3,5.66,11,48,10,21,18,24.642384105960264,94,9.0
2142,32,19,5.87,66,95,24,5,45,18.77777777777778,219,8.83
2143,22,10,6.47,54,54,16,9,26,22.938053097345133,124,7.75
2144,27,15,5.87,48,87,21,13,32,28.061274509803923,184,8.71
2145,40,15,5.6,66,125,36,19,66,11.110009017132551,274,7.39
2146,34,6,5.62,46,88,24,19,48,13.125423728813558,196,8.17
2147,45,33,5.82,75,100,35,11,57,28.259408602150536,261,7.34
2148,76,14,5.87,120,179,41,17,105,7.797370456303171,415,9.76
2149,61,20,6.29,113,117,33,10,57,13.423351866560763,292,8.64
2150,27,12,5.81,36,49,8,6,23,43.50588235294118,124,15.5
2151,17,4,6.03,25,31,10,5,5,9.053571428571429,69,6.9
2152,35,14,6.19,70,71,22,6,52,27.075,192,8.45
2153,15,6,6.01,50,82,8,8,33,7.49317738791423,145,18.12
2154,29,8,6.18,54,58,19,6,33,18.68562874251497,143,7.42
2155,21,7,5.11,18,63,20,15,28,17.857142857142858,129,6.3
2156,39,13,6.14,64,62,18,10,32,34.91275167785235,160,8.78
2157,5,3,6.42,25,34,5,8,12,10.612403100775193,60,12.0
2158,31,9,5.78,43,76,17,10,29,25.48,165,9.41
2159,15,2,5.23,17,41,11,11,18,26.414634146341463,85,7.64
2160,29,7,5.89,45,77,21,16,36,15.312629399585921,164,7.48
2161,26,6,5.66,46,68,20,6,40,26.403333333333332,171,7.75
2162,41,15,5.7,45,80,19,27,40,25.635593220338983,202,10.42
2163,34,14,5.87,35,77,16,22,36,43.43197278911565,181,10.81
2164,12,1,5.01,13,40,5,18,22,6.8612244897959185,85,16.8
2165,17,0,5.67,25,73,13,12,24,11.543715846994536,128,9.77
2166,42,14,6.27,91,83,29,20,46,13.81578947368421,223,7.41
2167,36,6,6.4,65,62,20,4,32,19.507731958762886,147,7.15
2168,31,4,5.33,17,68,9,32,28,5.030346820809249,143,15.89
2169,19,11,6.47,64,85,17,9,34,30.628125,160,9.35
2170,36,11,5.62,46,67,16,16,32,22.5822454308094,167,10.38
2171,29,11,5.85,58,81,20,15,36,20.547169811320753,181,9.0
2172,4,4,7.47,12,5,2,0,5,108.0,20,9.5
2173,27,10,5.97,62,91,24,11,32,26.655778894472363,179,7.21
2174,24,5,5.76,29,63,8,8,27,7.816793893129771,135,15.5
2175,34,21,5.7,62,94,30,15,36,35.25729927007299,233,7.37
2176,21,15,5.89,34,57,11,12,13,13.8996138996139,115,10.45
2177,28,7,5.84,38,70,26,20,34,21.414012738853504,144,5.54
2178,27,8,5.96,44,50,16,6,24,35.464864864864865,122,7.62
2179,35,3,6.23,70,72,22,2,31,8.875202593192869,159,7.23
2180,23,4,5.91,32,48,13,15,31,14.939024390243903,133,9.85
2181,26,15,6.28,69,85,20,21,45,15.917098445595855,196,9.75
2182,24,7,5.7,29,64,15,16,21,24.336,123,8.13
2183,23,3,5.57,25,52,11,16,23,25.459893048128343,110,10.0
2184,39,7,5.63,46,98,17,33,40,18.425894378194208,208,11.82
2185,38,7,6.03,56,70,19,27,43,22.348837209302324,175,9.16
2186,20,3,5.76,44,63,15,13,31,10.272536687631026,136,8.87
2187,15,9,5.54,21,37,14,10,20,24.641025641025642,94,6.71
2188,48,11,6.44,82,95,20,22,41,87.02671755725191,224,10.45
2189,43,14,5.79,76,90,30,20,63,30.355400696864113,234,7.73
2190,45,17,6.13,87,114,26,13,50,30.61827079934747,261,9.69
2191,32,16,6.37,85,89,20,11,40,13.981455064194009,219,10.3
2192,28,11,5.41,33,85,26,20,38,40.828178694158076,184,6.77
2193,2,2,5.27,3,7,2,2,8,147.0,23,11.0
2194,19,8,5.09,6,71,19,35,45,10.316037735849056,159,8.37
2195,23,13,5.35,36,77,11,15,42,33.382716049382715,183,15.27
2196,35,23,6.06,76,119,37,25,52,56.26373626373626,264,6.89
2197,15,4,6.15,27,54,15,10,19,11.758064516129032,102,6.4
2198,14,9,6.12,32,25,10,10,24,18.51851851851852,82,8.1
2199,53,14,6.58,98,98,27,9,48,16.98061224489796,229,8.26
2200,20,4,5.74,33,41,17,6,22,42.49180327868852,103,5.88
2201,31,11,5.59,35,81,15,21,42,14.697087378640777,180,11.87
2202,51,21,6.5,121,126,28,13,41,19.682363804247462,280,9.75
2203,57,17,5.89,100,119,26,7,52,10.43855421686747,266,10.12
2204,36,9,5.62,67,109,29,21,55,21.289269051321927,240,8.14
2205,50,12,5.77,72,103,25,29,57,20.865459249676586,246,9.68
2206,23,7,5.61,30,55,21,13,26,15.066455696202532,127,6.05
2207,32,11,5.83,59,105,22,12,32,57.690140845070424,192,8.45
2208,39,4,6.26,66,78,18,14,39,26.9559902200489,176,9.78
2209,24,9,5.87,51,67,20,9,38,10.169811320754716,151,7.5
2210,32,20,6.0,72,109,30,13,52,39.95375722543353,241,7.7
2211,40,12,6.07,75,96,33,12,44,22.294788273615634,221,6.64
2212,46,10,6.02,82,87,25,5,37,10.252092050209205,209,8.28
2213,23,13,5.58,45,89,14,14,34,17.162011173184357,185,13.21
2214,39,20,5.8,74,132,22,24,56,22.367021276595743,277,12.5
2215,15,10,6.21,38,41,10,11,27,49.80373831775701,109,10.2
2216,29,9,6.34,43,56,20,18,29,51.482142857142854,137,6.85
2217,32,7,5.69,59,98,25,19,50,19.288519637462237,228,8.28
2218,25,5,5.96,36,46,15,8,27,13.393728222996515,109,7.27
2219,24,12,6.08,57,80,22,11,46,24.36036036036036,186,8.18
2220,17,4,5.48,36,56,11,12,31,4.556802244039271,130,11.82
2221,22,7,5.62,21,60,10,17,26,26.193916349809886,128,12.8
2222,31,5,5.46,45,88,14,27,45,15.565640194489465,188,13.36
2223,70,30,5.64,71,137,40,52,94,33.06188340807175,424,9.18
2224,31,14,5.59,27,85,11,21,31,25.854700854700855,216,16.0
2225,45,13,5.98,66,117,28,19,54,14.960655737704919,251,8.86
2226,0,4,5.11,3,9,2,0,4,16.333333333333332,19,9.0
2227,22,5,5.11,12,46,14,19,19,45.414414414414416,102,7.14
2228,11,0,5.85,15,24,6,8,14,22.92063492063492,53,8.83
2229,26,17,6.2,82,109,24,8,43,48.444700460829495,241,9.46
2230,21,7,6.23,59,69,28,6,31,16.080882352941178,150,5.18
2231,8,0,5.76,3,13,1,7,10,16.941176470588236,34,34.0
2232,15,5,5.73,34,49,24,11,24,15.383720930232558,117,4.62
2233,47,20,6.55,91,100,39,17,48,55.10321100917431,251,6.23
2234,21,6,4.9,21,67,29,17,29,2.2578125,154,4.93
2235,26,4,5.7,39,61,15,18,28,25.670886075949365,129,8.6
2236,27,5,6.42,50,69,19,9,16,21.653465346534652,133,6.84
2237,24,13,4.66,20,82,31,21,46,20.50418410041841,201,6.03
2238,26,8,5.82,38,59,15,3,31,15.955801104972375,140,9.33
2239,16,5,5.69,13,29,4,9,13,27.271844660194176,73,17.0
2240,17,6,5.11,11,62,18,28,23,14.718032786885246,125,6.89
2241,28,4,5.9,46,84,19,11,32,15.165876777251185,154,8.11
2242,13,5,5.96,21,35,11,22,22,44.62820512820513,81,7.18
2243,24,18,5.49,28,49,7,18,35,12.28436018957346,146,20.86
2244,25,3,5.62,29,56,14,10,25,14.160883280757098,118,8.43
2245,36,24,6.28,81,109,29,16,47,32.442930153321974,251,8.31
2246,28,15,5.94,51,53,15,11,30,14.778021978021979,145,9.53
2247,23,10,5.2,25,75,21,18,35,19.10609480812641,163,7.76
2248,62,12,5.77,77,116,40,19,57,60.523715415019765,284,6.72
2249,24,9,5.82,50,80,15,4,29,28.68148148148148,153,10.13
2250,26,19,5.88,57,74,17,25,40,39.116279069767444,191,11.18
2251,40,14,6.13,73,83,21,13,42,63.843648208469055,202,9.57
2252,43,22,5.79,74,98,46,14,38,93.91304347826087,277,5.5
2253,28,12,6.26,81,82,22,5,47,72.49557522123894,190,8.45
2254,54,15,5.97,66,83,26,19,45,11.88,215,8.23
2255,22,5,5.52,31,60,13,21,35,30.648208469055376,152,10.62
2256,24,7,6.12,54,77,21,9,17,20.844736842105263,148,7.0
2257,35,6,5.47,40,92,22,11,41,31.31566265060241,203,8.95
2258,26,6,5.99,55,73,15,10,47,13.421393841166937,166,11.07
2259,11,4,5.97,24,29,8,4,13,14.019417475728156,65,7.88
2260,34,15,6.49,63,63,22,23,32,12.323792486583184,171,7.36
2261,27,8,6.27,37,58,16,28,31,29.772151898734176,135,8.44
2262,18,12,6.63,38,52,12,22,26,51.10322580645161,126,10.33
2263,29,15,5.23,32,67,20,16,63,11.68024132730015,199,9.65
2264,22,3,5.7,40,69,20,15,38,9.023941068139964,147,7.35
2265,33,15,6.35,91,121,28,14,44,43.32520325203252,254,8.5
2266,16,9,5.86,25,47,13,12,18,34.917355371900825,97,7.38
2267,24,18,5.31,34,59,16,15,44,17.893617021276597,161,10.0
2268,15,0,6.33,35,42,13,10,27,30.39568345323741,98,7.54
2269,46,12,5.88,66,130,40,28,54,7.0843091334894615,274,6.7
2270,10,5,6.22,19,38,11,13,19,35.13253012048193,81,7.18
2271,14,8,6.31,30,57,18,14,20,54.23728813559322,120,6.0
2272,49,13,5.95,83,108,33,24,63,13.956642066420665,253,7.61
2273,43,8,6.19,79,80,18,2,31,11.160377358490566,191,10.28
2274,42,5,5.8,63,111,23,20,48,17.084444444444443,231,9.74
2275,46,19,5.47,65,125,36,17,79,17.69064039408867,303,8.08
2276,25,7,5.64,36,63,19,9,32,17.179551122194514,152,7.68
2277,16,4,5.73,25,46,10,17,26,22.55778894472362,106,10.6
2278,4,0,6.17,3,12,3,6,7,28.571428571428573,24,8.0
2279,41,9,6.05,80,130,37,12,46,10.131650135256988,247,6.68
2280,13,4,5.93,31,49,10,9,12,30.252032520325205,86,8.6
2281,37,13,6.49,91,106,19,25,42,9.760162601626016,220,11.37
2282,37,4,5.73,32,80,11,36,44,10.08,191,16.73
2283,40,9,5.38,48,85,23,8,49,8.667107001321003,188,8.17
2284,16,1,6.41,34,35,12,7,19,43.32,78,6.5
2285,24,1,6.49,40,54,14,12,21,14.727969348659004,110,7.64
2286,18,6,5.86,37,63,12,4,23,14.227692307692308,119,9.92
2287,23,4,6.2,45,61,12,5,28,5.127118644067797,135,11.25
2288,41,9,6.21,72,99,24,11,43,13.940867279894874,213,8.75
2289,18,6,5.71,22,54,11,13,32,21.6,119,10.73
2290,40,10,6.39,91,103,27,23,56,24.06259780907668,240,8.48
2291,9,4,6.07,20,18,5,4,9,20.48,46,9.2
2292,44,15,6.28,81,103,45,22,48,40.900608519269774,234,5.09
2293,25,11,6.07,45,63,17,11,44,14.087619047619048,166,9.71
2294,15,1,6.63,46,42,11,3,12,17.90728476821192,83,7.36
2295,28,9,5.92,48,64,13,18,32,18.497109826589597,146,11.23
2296,11,4,5.68,12,20,6,7,7,38.02777777777778,48,7.83
2297,48,12,5.63,61,121,28,22,56,19.587164750957854,279,9.82
2298,6,3,5.11,4,19,6,4,13,80.22222222222223,44,7.33
2299,13,10,5.64,14,44,21,31,33,54.38235294117647,121,5.52
2300,18,7,5.79,41,68,20,6,34,9.38733705772812,151,7.4
2301,40,7,6.25,53,62,16,15,35,31.135135135135137,162,9.88
2302,15,12,5.28,30,70,18,15,48,14.222440944881889,174,9.06
2303,23,7,5.65,37,79,13,11,34,7.963882618510158,157,12.0
2304,16,1,6.34,79,129,7,13,35,3.7725832012678286,202,28.71
2305,20,2,5.05,12,26,1,10,24,35.43809523809524,84,84.0
2306,25,13,6.27,57,80,20,16,43,48.51567944250871,191,9.05
2307,25,11,5.94,44,65,19,10,34,14.410526315789474,146,7.37
2308,19,4,7.21,46,34,12,5,11,18.14765100671141,81,6.75
2309,27,9,5.1,17,54,22,27,40,24.149390243902438,153,6.95
2310,17,4,5.74,9,34,11,28,19,23.408333333333335,81,7.36
2311,31,11,6.15,65,70,21,5,34,14.472689075630251,159,7.57
2312,30,10,5.83,51,72,24,13,42,35.13253012048193,176,7.17
2313,29,9,5.96,53,79,22,9,31,39.29259259259259,176,7.59
2314,41,22,5.86,98,138,41,16,78,17.28782608695652,305,7.2
2315,27,4,5.53,17,75,1,48,26,18.53546910755149,158,147.0
2316,45,12,5.42,42,71,18,9,28,8.07852564102564,166,9.06
2317,38,15,6.11,58,82,18,17,45,27.875984251968504,204,11.17
2318,26,14,5.83,40,60,24,8,31,33.34722222222222,145,6.0
2319,25,6,6.06,59,78,7,14,35,47.515151515151516,176,24.86
2320,23,6,6.46,45,58,14,10,32,36.01702127659574,138,9.5
2321,35,21,5.77,67,118,30,17,66,10.041773778920309,259,8.63
2322,9,2,5.96,15,21,8,11,10,24.5,49,6.12
2323,35,15,5.81,57,84,19,17,45,19.083969465648856,200,10.42
2324,38,14,5.56,51,96,34,29,52,18.924972004479283,236,6.79
2325,39,17,6.75,116,113,9,25,59,35.955074875207984,243,26.89
2326,32,5,6.3,63,63,19,5,29,26.13427561837456,146,7.42
2327,23,14,6.18,51,65,22,2,19,35.68663594470046,143,6.23
2328,40,13,5.78,79,127,24,17,59,16.30400890868597,270,10.71
2329,26,8,6.06,51,69,21,3,32,23.061176470588236,162,7.33
2330,27,9,6.05,60,96,18,28,46,9.410010649627264,206,11.28
